hpt_res,features,best_model,search_method,error_method,idx
"{'arima': ({'p': 4, 'd': 1, 'q': 2}, 0.43902269454506093), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.3874140986471497), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.8300000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.41016792382350076), 'theta': ({'m': 9}, 0.5279735313691635), 'stlf': ({'m': 24, 'method': 'linear'}, 0.47556673618409745), 'sarima': ({'p': 5, 'd': 2, 'q': 2, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 't'}, 0.40091812839783453)}","{'length': 69, 'mean': 0.3279503105590063, 'var': 0.0455242781842836, 'entropy': 0.8472954096212024, 'lumpiness': 0.00047878944297769774, 'stability': 0.014765066565842012, 'flat_spots': 1, 'hurst': -0.006962523455759427, 'std1st_der': 0.14107241583361352, 'crossing_points': 25, 'binarize_mean': 0.391304347826087, 'unitroot_kpss': 0.06797959918260539, 'heterogeneity': 13.62219018972017, 'histogram_mode': 0.06190476190476191, 'linearity': 0.37861499947938126, 'trend_strength': 0.6139694761537768, 'seasonality_strength': 0.48525457058082433, 'spikiness': 1.2026340000499068e-07, 'peak': 6, 'trough': 1, 'level_shift_idx': 21, 'level_shift_size': 0.03023809523809523, 'y_acf1': 0.3013233786246269, 'y_acf5': 0.35846685281757157, 'diff1y_acf1': -0.4091595440810158, 'diff1y_acf5': 0.18984858376720762, 'diff2y_acf1': -0.5816756843461559, 'diff2y_acf5': 0.3671867387224851, 'y_pacf5': 0.20919671477091858, 'diff1y_pacf5': 0.4483047561602447, 'diff2y_pacf5': 0.8109609828887937, 'seas_acf1': 0.25011825164906154, 'seas_pacf1': 0.06379087845678916, 'firstmin_ac': 2, 'firstzero_ac': 27, 'holt_alpha': 0.09142096885668476, 'holt_beta': 0.0612461184849177, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",holtwinters,RandomSearch,mape,N1425
"{'arima': ({'p': 4, 'd': 2, 'q': 1}, 0.13019633435335567), 'holtwinters': ({'seasonal_periods': 7, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.1427204295157862), 'prophet': ({'seasonality_prior_scale': 4.6415888336127775, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.8800000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.10815683485681989), 'theta': ({'m': 6}, 0.16652362161973389), 'stlf': ({'m': 24, 'method': 'theta'}, 0.11301959283189937), 'sarima': ({'p': 4, 'd': 2, 'q': 4, 'seasonal_order': '(1, 1, 1, 7)', 'trend': 'n'}, 0.08919467614903225)}","{'length': 69, 'mean': 0.6524861640502185, 'var': 0.014880470048991293, 'entropy': 0.8103777879753067, 'lumpiness': 2.1584011535496776e-05, 'stability': 0.0026643729027141434, 'flat_spots': 1, 'hurst': 0.08230616804406479, 'std1st_der': 0.07946019755250308, 'crossing_points': 32, 'binarize_mean': 0.4782608695652174, 'unitroot_kpss': 0.29455150659392604, 'heterogeneity': 9.082960618616418, 'histogram_mode': 0.6206166419019317, 'linearity': 0.08483550862258289, 'trend_strength': 0.5667396871632397, 'seasonality_strength': 0.5286834132359237, 'spikiness': 1.0534669711150999e-08, 'peak': 6, 'trough': 3, 'level_shift_idx': 20, 'level_shift_size': 0.020505200594353568, 'y_acf1': 0.2635944689336507, 'y_acf5': 0.22123167879444, 'diff1y_acf1': -0.4209954725491371, 'diff1y_acf5': 0.20565567067580318, 'diff2y_acf1': -0.6271293216079151, 'diff2y_acf5': 0.4451669621144112, 'y_pacf5': 0.15163984566080338, 'diff1y_pacf5': 0.4382461813178471, 'diff2y_pacf5': 0.9962989347036205, 'seas_acf1': 0.23430210594942852, 'seas_pacf1': 0.1429213981985929, 'firstmin_ac': 2, 'firstzero_ac': 16, 'holt_alpha': 0.16174077827885233, 'holt_beta': 0.0, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.42105263157894735}",sarima,RandomSearch,mape,N1426
"{'arima': ({'p': 2, 'd': 1, 'q': 3}, 0.6530869088362498), 'holtwinters': ({'seasonal_periods': 24, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.5072164944552815), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.8500000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'multiplicative'}, 0.5307767559315476), 'theta': ({'m': 2}, 0.5452065717737511), 'stlf': ({'m': 24, 'method': 'theta'}, 0.609205365337249), 'sarima': ({'p': 3, 'd': 2, 'q': 2, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.5977520291219004)}","{'length': 69, 'mean': 0.3531762156305025, 'var': 0.03262319334079011, 'entropy': 0.7023126938482193, 'lumpiness': 0.00020286545500072288, 'stability': 0.013219009462681043, 'flat_spots': 1, 'hurst': 0.08142062563781158, 'std1st_der': 0.10007894569605195, 'crossing_points': 27, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.19208927877984347, 'heterogeneity': 22.382083918546478, 'histogram_mode': 0.23738317757009347, 'linearity': 0.2972892419421394, 'trend_strength': 0.6758545258009372, 'seasonality_strength': 0.4869977905863675, 'spikiness': 7.615370553224159e-08, 'peak': 5, 'trough': 1, 'level_shift_idx': 23, 'level_shift_size': 0.0436915887850467, 'y_acf1': 0.47291614519269737, 'y_acf5': 0.6702447877657681, 'diff1y_acf1': -0.4157520129951615, 'diff1y_acf5': 0.23879898199306504, 'diff2y_acf1': -0.6292461383392867, 'diff2y_acf5': 0.46658209051643124, 'y_pacf5': 0.3678814024666081, 'diff1y_pacf5': 0.5597844242642385, 'diff2y_pacf5': 1.1636093822150024, 'seas_acf1': 0.3510659625782436, 'seas_pacf1': 0.023316389170571404, 'firstmin_ac': 4, 'firstzero_ac': 20, 'holt_alpha': 0.19848770572277488, 'holt_beta': 0.0, 'hw_alpha': 0.36092627810561667, 'hw_beta': 0.0, 'hw_gamma': 0.3121303227538679}",holtwinters,RandomSearch,mape,N1427
"{'arima': ({'p': 3, 'd': 2, 'q': 4}, 0.18008151902286665), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.15536953957560254), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.8300000000000001, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.1772627866414387), 'theta': ({'m': 8}, 0.17995085988267573), 'stlf': ({'m': 10, 'method': 'theta'}, 0.18890368453428263), 'sarima': ({'p': 5, 'd': 1, 'q': 3, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 't'}, 0.17816909880814816)}","{'length': 69, 'mean': 0.6197584541062804, 'var': 0.030111535858479782, 'entropy': 0.6764990684017931, 'lumpiness': 3.900351997378078e-05, 'stability': 0.009698337533996904, 'flat_spots': 2, 'hurst': 0.06864265337558173, 'std1st_der': 0.10592463030470291, 'crossing_points': 26, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.17275806498202403, 'heterogeneity': 31.037317521263148, 'histogram_mode': 0.5449999999999999, 'linearity': 0.28688402209433655, 'trend_strength': 0.6014632007069538, 'seasonality_strength': 0.37272231659482724, 'spikiness': 2.8153996661296377e-08, 'peak': 5, 'trough': 3, 'level_shift_idx': 12, 'level_shift_size': 0.02849999999999997, 'y_acf1': 0.43060454040050233, 'y_acf5': 0.746183672936242, 'diff1y_acf1': -0.3775210972078801, 'diff1y_acf5': 0.18221580439276286, 'diff2y_acf1': -0.5544189506221351, 'diff2y_acf5': 0.3111535333123872, 'y_pacf5': 0.3961379206736368, 'diff1y_pacf5': 0.5563437357350021, 'diff2y_pacf5': 1.2809675017684103, 'seas_acf1': 0.23493782935638444, 'seas_pacf1': -0.08139405985806475, 'firstmin_ac': 2, 'firstzero_ac': 16, 'holt_alpha': 0.3215135208846532, 'holt_beta': 0.3214343772541539, 'hw_alpha': 0.1864541686016535, 'hw_beta': 3.809941608130361e-09, 'hw_gamma': 0.0}",holtwinters,RandomSearch,mape,N1428
"{'arima': ({'p': 2, 'd': 2, 'q': 1}, 0.17100214053792612), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'additive', 'damped': False, 'seasonal': 'multiplicative'}, 0.14431694240071513), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.8200000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.14219017254996674), 'theta': ({'m': 24}, 0.17726426035923581), 'stlf': ({'m': 30, 'method': 'quadratic'}, 0.14884584906026593), 'sarima': ({'p': 5, 'd': 1, 'q': 2, 'seasonal_order': '(2, 0, 2, 7)', 'trend': 'n'}, 0.14087885205660708)}","{'length': 69, 'mean': 0.4925810904071774, 'var': 0.02904820011040193, 'entropy': 0.6682923962836357, 'lumpiness': 5.199057592271957e-05, 'stability': 0.015057617103213839, 'flat_spots': 1, 'hurst': 0.047718749164288074, 'std1st_der': 0.08381023104318748, 'crossing_points': 23, 'binarize_mean': 0.43478260869565216, 'unitroot_kpss': 0.2713581177773695, 'heterogeneity': 26.947088268565256, 'histogram_mode': 0.2928571428571428, 'linearity': 0.4686024203671035, 'trend_strength': 0.7487286289959505, 'seasonality_strength': 0.37707424101615616, 'spikiness': 1.63793411007628e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.028690476190476266, 'y_acf1': 0.49834627921434205, 'y_acf5': 1.2324518652578, 'diff1y_acf1': -0.5132329853426838, 'diff1y_acf5': 0.3728325575796907, 'diff2y_acf1': -0.6570592204331206, 'diff2y_acf5': 0.5688722296460385, 'y_pacf5': 0.5590358990704346, 'diff1y_pacf5': 0.5441117066745589, 'diff2y_pacf5': 1.1571555750107765, 'seas_acf1': 0.34204935770418576, 'seas_pacf1': -0.06150163066800261, 'firstmin_ac': 1, 'firstzero_ac': 22, 'holt_alpha': 0.12928853986976552, 'holt_beta': 0.12924340113385402, 'hw_alpha': 0.10526315789473684, 'hw_beta': 0.10526315789473684, 'hw_gamma': 0.15789473684210525}",sarima,RandomSearch,mape,N1429
"{'arima': ({'p': 5, 'd': 2, 'q': 1}, 0.15349186681926622), 'holtwinters': ({'seasonal_periods': 4, 'trend': 'multiplicative', 'damped': True, 'seasonal': 'multiplicative'}, 0.1609377567468575), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.8200000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.14677576704913817), 'theta': ({'m': 2}, 0.1591200765148278), 'stlf': ({'m': 30, 'method': 'theta'}, 0.15609601659728925), 'sarima': ({'p': 4, 'd': 2, 'q': 1, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 't'}, 0.1465996279752552)}","{'length': 69, 'mean': 0.48150924537731127, 'var': 0.029682045533954683, 'entropy': 0.7771644980984547, 'lumpiness': 0.00017525156298833254, 'stability': 0.007072525065628434, 'flat_spots': 1, 'hurst': 0.1629657708031771, 'std1st_der': 0.09434338000877529, 'crossing_points': 33, 'binarize_mean': 0.5652173913043478, 'unitroot_kpss': 0.38726633137375094, 'heterogeneity': 13.224213550388068, 'histogram_mode': 0.4082758620689655, 'linearity': 0.029776687292640595, 'trend_strength': 0.5986341768640437, 'seasonality_strength': 0.3124518005198198, 'spikiness': 4.519797911873605e-08, 'peak': 5, 'trough': 0, 'level_shift_idx': 3, 'level_shift_size': 0.042241379310344884, 'y_acf1': 0.305213574874455, 'y_acf5': 0.4814348822589873, 'diff1y_acf1': -0.5431235722243201, 'diff1y_acf5': 0.3168199966767464, 'diff2y_acf1': -0.6769364549705917, 'diff2y_acf5': 0.5090503669986951, 'y_pacf5': 0.25883491962533106, 'diff1y_pacf5': 0.5870660396627911, 'diff2y_pacf5': 2.611543894105634, 'seas_acf1': 0.12596845944901058, 'seas_pacf1': -0.09908193574120028, 'firstmin_ac': 1, 'firstzero_ac': 9, 'holt_alpha': 0.3157894736842105, 'holt_beta': 0.3157894736842105, 'hw_alpha': 0.15789473684210525, 'hw_beta': 0.15789473684210525, 'hw_gamma': 0.3157894736842105}",sarima,RandomSearch,mape,N1430
"{'arima': ({'p': 5, 'd': 1, 'q': 4}, 0.16495973269015504), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.15194511261409055), 'prophet': ({'seasonality_prior_scale': 0.021544346900318832, 'changepoint_prior_scale': 0.021544346900318832, 'changepoint_range': 0.9100000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.17770331715657361), 'theta': ({'m': 25}, 0.18429982199205117), 'stlf': ({'m': 30, 'method': 'prophet'}, 0.19624549974501204), 'sarima': ({'p': 5, 'd': 2, 'q': 5, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.19599703838762647)}","{'length': 69, 'mean': 0.5032938076416337, 'var': 0.043112364903050586, 'entropy': 0.823590277756044, 'lumpiness': 0.00012468715372893603, 'stability': 0.01481334444867452, 'flat_spots': 1, 'hurst': 0.02375806879928174, 'std1st_der': 0.1020274488321898, 'crossing_points': 29, 'binarize_mean': 0.5362318840579711, 'unitroot_kpss': 0.1411095083882183, 'heterogeneity': 16.058407118265286, 'histogram_mode': 0.4233766233766234, 'linearity': 0.35100606828966585, 'trend_strength': 0.6752796897935722, 'seasonality_strength': 0.3130005853514002, 'spikiness': 7.639925140993079e-08, 'peak': 4, 'trough': 6, 'level_shift_idx': 0, 'level_shift_size': 0.02532467532467525, 'y_acf1': 0.3811645696719224, 'y_acf5': 0.5554080300073432, 'diff1y_acf1': -0.5777399237424259, 'diff1y_acf5': 0.38919736121154963, 'diff2y_acf1': -0.7227965028482503, 'diff2y_acf5': 0.6606883686271349, 'y_pacf5': 0.2959450318798555, 'diff1y_pacf5': 0.5062405800963162, 'diff2y_pacf5': 1.549940201026182, 'seas_acf1': 0.07123952158358318, 'seas_pacf1': -0.11364384282691535, 'firstmin_ac': 1, 'firstzero_ac': 12, 'holt_alpha': 0.20164999348847099, 'holt_beta': 0.0, 'hw_alpha': 0.34582951899010755, 'hw_beta': 0.0, 'hw_gamma': 0.06538427798262424}",holtwinters,RandomSearch,mape,N1431
"{'arima': ({'p': 2, 'd': 2, 'q': 3}, 0.4090104219259682), 'holtwinters': ({'seasonal_periods': 24, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.35967913021458864), 'prophet': ({'seasonality_prior_scale': 0.01, 'changepoint_prior_scale': 0.46415888336127775, 'changepoint_range': 0.81, 'yearly_seasonality': False, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.43105865744700295), 'theta': ({'m': 12}, 0.3921964569820296), 'stlf': ({'m': 4, 'method': 'quadratic'}, 0.31893552382587326), 'sarima': ({'p': 1, 'd': 2, 'q': 1, 'seasonal_order': '(1, 0, 2, 7)', 'trend': 'ct'}, 0.3387747287450119)}","{'length': 69, 'mean': 0.32691987339663514, 'var': 0.0429273258312262, 'entropy': 0.7405698951798878, 'lumpiness': 0.00012821724952166757, 'stability': 0.02008694977637663, 'flat_spots': 1, 'hurst': 0.029079976204494446, 'std1st_der': 0.10296820118118241, 'crossing_points': 19, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.12723522325826683, 'heterogeneity': 18.21248506608116, 'histogram_mode': 0.15172413793103448, 'linearity': 0.446968467795954, 'trend_strength': 0.7540155144961362, 'seasonality_strength': 0.5045350581058481, 'spikiness': 5.512296186923426e-08, 'peak': 6, 'trough': 1, 'level_shift_idx': 6, 'level_shift_size': 0.03994252873563214, 'y_acf1': 0.4811820888514584, 'y_acf5': 0.9928355131138531, 'diff1y_acf1': -0.517832803262672, 'diff1y_acf5': 0.2765847979372341, 'diff2y_acf1': -0.6797779159185038, 'diff2y_acf5': 0.49860542153072535, 'y_pacf5': 0.4309504909164521, 'diff1y_pacf5': 0.42972697498429246, 'diff2y_pacf5': 1.4813514713920122, 'seas_acf1': 0.28083689451367655, 'seas_pacf1': -0.008729903836142439, 'firstmin_ac': 1, 'firstzero_ac': 20, 'holt_alpha': 0.15457897615089733, 'holt_beta': 0.022964148996219305, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.3157894736842105}",stlf,RandomSearch,mape,N1432
"{'arima': ({'p': 1, 'd': 2, 'q': 2}, 0.3059788881278342), 'holtwinters': ({'seasonal_periods': 14, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'multiplicative'}, 0.2606862622095948), 'prophet': ({'seasonality_prior_scale': 4.6415888336127775, 'changepoint_prior_scale': 1.0, 'changepoint_range': 0.8700000000000001, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.318592247157265), 'theta': ({'m': 7}, 0.37066058831470255), 'stlf': ({'m': 10, 'method': 'quadratic'}, 0.2882542995278636), 'sarima': ({'p': 3, 'd': 2, 'q': 5, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'c'}, 0.33635895395161575)}","{'length': 69, 'mean': 0.38154186795491163, 'var': 0.042465716779012085, 'entropy': 0.7017829661505938, 'lumpiness': 0.00010718817602641311, 'stability': 0.025641488016248742, 'flat_spots': 2, 'hurst': 0.043918219680958666, 'std1st_der': 0.07481724574463108, 'crossing_points': 12, 'binarize_mean': 0.4057971014492754, 'unitroot_kpss': 0.2515189022075563, 'heterogeneity': 33.02085982042607, 'histogram_mode': 0.2638888888888889, 'linearity': 0.6435858958479026, 'trend_strength': 0.8149924651867739, 'seasonality_strength': 0.24307901138636523, 'spikiness': 2.8278419882025216e-08, 'peak': 3, 'trough': 4, 'level_shift_idx': 3, 'level_shift_size': 0.031423611111110916, 'y_acf1': 0.6360368038599329, 'y_acf5': 1.525484639177212, 'diff1y_acf1': -0.5946170118868038, 'diff1y_acf5': 0.405554232529172, 'diff2y_acf1': -0.7352594074117426, 'diff2y_acf5': 0.6782750063255634, 'y_pacf5': 0.5977515430900487, 'diff1y_pacf5': 0.5726306412350328, 'diff2y_pacf5': 1.4664067421333633, 'seas_acf1': 0.31928053841647924, 'seas_pacf1': -0.23242006631101647, 'firstmin_ac': 5, 'firstzero_ac': 24, 'holt_alpha': 0.24158871457238393, 'holt_beta': 0.028842575342217448, 'hw_alpha': 0.18899596863880258, 'hw_beta': 0.03408900183664477, 'hw_gamma': 0.0}",holtwinters,RandomSearch,mape,N1433
"{'arima': ({'p': 2, 'd': 1, 'q': 1}, 0.29793181343615505), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.18471451466084907), 'prophet': ({'seasonality_prior_scale': 0.1, 'changepoint_prior_scale': 0.21544346900318823, 'changepoint_range': 0.8800000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.24781080569889727), 'theta': ({'m': 5}, 0.19699492122072862), 'stlf': ({'m': 10, 'method': 'quadratic'}, 0.1903018525990508), 'sarima': ({'p': 3, 'd': 1, 'q': 3, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'ct'}, 0.2301408785602966)}","{'length': 69, 'mean': 0.4353849969880586, 'var': 0.03544540369252495, 'entropy': 0.6386249751256938, 'lumpiness': 9.016626484415614e-05, 'stability': 0.022118292236255062, 'flat_spots': 2, 'hurst': 0.03866213434051078, 'std1st_der': 0.0821740647661216, 'crossing_points': 16, 'binarize_mean': 0.42028985507246375, 'unitroot_kpss': 0.26175300606763335, 'heterogeneity': 42.90964803450215, 'histogram_mode': 0.3310513447432763, 'linearity': 0.5906911085104538, 'trend_strength': 0.8248322728317511, 'seasonality_strength': 0.47908175438743394, 'spikiness': 1.0818107233963403e-08, 'peak': 5, 'trough': 2, 'level_shift_idx': 6, 'level_shift_size': 0.03215158924205386, 'y_acf1': 0.6493018901323844, 'y_acf5': 1.6888255054923222, 'diff1y_acf1': -0.44097148190846963, 'diff1y_acf5': 0.6415418817147224, 'diff2y_acf1': -0.6075918200722058, 'diff2y_acf5': 0.9966965679066504, 'y_pacf5': 0.8281934239897649, 'diff1y_pacf5': 0.6532372392717661, 'diff2y_pacf5': 1.268602530175097, 'seas_acf1': 0.4286496607733767, 'seas_pacf1': 0.060332764222843, 'firstmin_ac': 2, 'firstzero_ac': 22, 'holt_alpha': 0.13824172417305441, 'holt_beta': 0.1382402512224519, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.3157894736842105}",holtwinters,RandomSearch,mape,N1434
"{'arima': ({'p': 5, 'd': 1, 'q': 2}, 0.2295978130364272), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'additive', 'damped': False, 'seasonal': 'additive'}, 0.21737155398720684), 'prophet': ({'seasonality_prior_scale': 0.046415888336127774, 'changepoint_prior_scale': 0.004641588833612777, 'changepoint_range': 0.9000000000000001, 'yearly_seasonality': True, 'weekly_seasonality': False, 'daily_seasonality': True, 'seasonality_mode': 'multiplicative'}, 0.23535345836964527), 'theta': ({'m': 9}, 0.25531875824785416), 'stlf': ({'m': 10, 'method': 'prophet'}, 0.20985484098078236), 'sarima': ({'p': 1, 'd': 2, 'q': 3, 'seasonal_order': '(1, 0, 1, 7)', 'trend': 'n'}, 0.20803506208310188)}","{'length': 69, 'mean': 0.5025204788909894, 'var': 0.032029392362836806, 'entropy': 0.7669041411284367, 'lumpiness': 0.00015225330196495717, 'stability': 0.012183152682876522, 'flat_spots': 1, 'hurst': -0.017056438805703646, 'std1st_der': 0.11058960170964188, 'crossing_points': 21, 'binarize_mean': 0.37681159420289856, 'unitroot_kpss': 0.07185657198116854, 'heterogeneity': 28.81252679981304, 'histogram_mode': 0.42391304347826086, 'linearity': 0.3996220199480998, 'trend_strength': 0.5612897644231305, 'seasonality_strength': 0.32809529434016227, 'spikiness': 7.716011134313515e-08, 'peak': 0, 'trough': 6, 'level_shift_idx': 7, 'level_shift_size': 0.027950310559005986, 'y_acf1': 0.2700844711226922, 'y_acf5': 0.6376941123174649, 'diff1y_acf1': -0.5131366103806112, 'diff1y_acf5': 0.445344810171327, 'diff2y_acf1': -0.6166740719622592, 'diff2y_acf5': 0.603194145577422, 'y_pacf5': 0.41631876561622294, 'diff1y_pacf5': 0.7615052282979572, 'diff2y_pacf5': 1.3399747807577422, 'seas_acf1': 0.20319588502722621, 'seas_pacf1': -0.08504827427857711, 'firstmin_ac': 1, 'firstzero_ac': 24, 'holt_alpha': 0.3157894736842105, 'holt_beta': 0.3157894736842105, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",sarima,RandomSearch,mape,N1435
"{'arima': ({'p': 5, 'd': 2, 'q': 1}, 0.29551376026453985), 'holtwinters': ({'seasonal_periods': 14, 'trend': 'additive', 'damped': True, 'seasonal': 'additive'}, 0.2405974526123992), 'prophet': ({'seasonality_prior_scale': 2.154434690031882, 'changepoint_prior_scale': 0.01, 'changepoint_range': 0.9200000000000002, 'yearly_seasonality': True, 'weekly_seasonality': True, 'daily_seasonality': True, 'seasonality_mode': 'additive'}, 0.2207468684624884), 'theta': ({'m': 4}, 0.2730438084495223), 'stlf': ({'m': 4, 'method': 'theta'}, 0.2730438084495223), 'sarima': ({'p': 3, 'd': 1, 'q': 5, 'seasonal_order': '(0, 1, 1, 7)', 'trend': 'c'}, 0.2526163874646054)}","{'length': 69, 'mean': 0.38666666666666677, 'var': 0.035637898057773836, 'entropy': 0.7552119749250937, 'lumpiness': 0.00010827130156002223, 'stability': 0.017318921555550322, 'flat_spots': 2, 'hurst': -0.00860072130672911, 'std1st_der': 0.09852444975695544, 'crossing_points': 27, 'binarize_mean': 0.4492753623188406, 'unitroot_kpss': 0.11959606055007503, 'heterogeneity': 36.66207662896543, 'histogram_mode': 0.2777142857142857, 'linearity': 0.5193832944183315, 'trend_strength': 0.694794118730256, 'seasonality_strength': 0.4243875736878403, 'spikiness': 4.58735760453471e-08, 'peak': 4, 'trough': 1, 'level_shift_idx': 4, 'level_shift_size': 0.03171428571428592, 'y_acf1': 0.4190856431275691, 'y_acf5': 1.0392780956421108, 'diff1y_acf1': -0.5338978692575894, 'diff1y_acf5': 0.3194066834002985, 'diff2y_acf1': -0.6672730748168055, 'diff2y_acf5': 0.5242617494534302, 'y_pacf5': 0.4925944024369948, 'diff1y_pacf5': 0.8518175608161975, 'diff2y_pacf5': 1.2994924243347294, 'seas_acf1': 0.3635266448892389, 'seas_pacf1': -0.005446067406368586, 'firstmin_ac': 1, 'firstzero_ac': 18, 'holt_alpha': 0.11167137628219213, 'holt_beta': 0.10422108824909508, 'hw_alpha': 0.05263157894736842, 'hw_beta': 0.05263157894736842, 'hw_gamma': 0.2631578947368421}",prophet,RandomSearch,mape,N1436
"{'arima': ({'p': 5, 'd': 1, 'q': 3}, 0.2775066130284878), 'holtwinters': ({'seasonal_periods': 10, 'trend': 'multiplicative', 'damped': False, 'seasonal': 'additive'}, 0.26293153588354556), 'prophet': ({'seasonality_prior_scale': 1.0, 'changepoint_prior_scale': 0.004641588833612777, 'changepoint_range': 0.81, 'yearly_seasonality': False, 'weekly_seasonality': False, 'daily_seasonality': False, 'seasonality_mode': 'additive'}, 0.2855758204896205), 'theta': ({'m': 3}, 0.2513318367806437), 'stlf': ({'m': 24, 'method': 'quadratic'}, 0.265196180465524), 'sarima': ({'p': 5, 'd': 1, 'q': 5, 'seasonal_order': '(2, 0, 1, 7)', 'trend': 'n'}, 0.28641386288606024)}","{'length': 69, 'mean': 0.4976928576070711, 'var': 0.02686589882591074, 'entropy': 0.8634967270016208, 'lumpiness': 0.0001434060999461066, 'stability': 0.004708486202123109, 'flat_spots': 1, 'hurst': 0.014985018463604494, 'std1st_der': 0.09963106239248633, 'crossing_points': 27, 'binarize_mean': 0.463768115942029, 'unitroot_kpss': 0.08092937576964901, 'heterogeneity': 11.475121352644129, 'histogram_mode': 0.4475336322869955, 'linearity': 0.16148140459888408, 'trend_strength': 0.5545955848619191, 'seasonality_strength': 0.43520827205989965, 'spikiness': 5.8436334157419196e-08, 'peak': 6, 'trough': 0, 'level_shift_idx': 23, 'level_shift_size': 0.03587443946188351, 'y_acf1': 0.13327015206148926, 'y_acf5': 0.17797427970327243, 'diff1y_acf1': -0.5988731691776549, 'diff1y_acf5': 0.3956251454190959, 'diff2y_acf1': -0.723845314960648, 'diff2y_acf5': 0.5920102493138505, 'y_pacf5': 0.16026698493992642, 'diff1y_pacf5': 0.5489324109956155, 'diff2y_pacf5': 1.2055240855694827, 'seas_acf1': 0.03155012488291099, 'seas_pacf1': 0.03336835985767832, 'firstmin_ac': 1, 'firstzero_ac': 11, 'holt_alpha': 0.09976747411993096, 'holt_beta': 0.01194923450505514, 'hw_alpha': 0.0624797168186086, 'hw_beta': 0.03792346588361907, 'hw_gamma': 0.0}",theta,RandomSearch,mape,N1437
